time,ax,ay,az,atotal
6.9247002601623535,1.32,3.81,-2.11,4.55
6.9262471199035645,0.15,3.94,-3.38,5.19
6.927603244781494,-0.74,2.81,-2.96,4.14
6.928965091705322,-1.45,2.62,-1.62,3.4
6.930376052856445,-2.34,-1.12,3.69,4.51
6.931727170944214,-2.93,-9.93,3.85,11.04
6.933077096939087,-5.34,-2.83,3.15,6.81
6.9344141483306885,-1.9,5.82,-1.02,6.2
6.935743093490601,0.32,-0.61,-3.75,3.81
6.937235116958618,1.87,-1.12,1.81,2.83
6.942945957183838,1.13,-2.85,0.49,3.1
6.944159984588623,-0.44,-3.39,1.6,3.77
6.945874214172363,-0.55,-3.26,-0.49,3.34
6.949566125869751,-0.18,-5.25,-0.44,5.27
6.951981067657471,-0.38,-1.74,-3.68,4.08
6.953246116638184,1.63,-3.67,-0.86,4.1
6.956379175186157,2.55,-4.35,2.32,5.55
6.958223104476929,0.92,-3.28,1.91,3.9
6.95991325378418,0.1,-1.57,0.63,1.69
6.961092948913574,1.7,-2.02,0.65,2.71
6.966180086135864,1.77,-3.22,0.34,3.69
6.967349052429199,1.96,-3.19,0.28,3.75
7.018071174621582,2.12,-3.79,0.91,4.43
7.020918130874634,1.34,-3.51,1.53,4.05
7.02226710319519,-0.1,-0.17,0.42,0.46
7.023609161376953,-0.45,0.38,-0.07,0.59
7.025084018707275,-0.77,0.79,0.18,1.11
7.026793956756592,-1.37,1.88,0.06,2.32
7.029537200927734,-1.8,3.33,-0.02,3.78
7.031525135040283,-1.12,4.95,-0.25,5.08
7.036942958831787,-0.71,6.72,-0.69,6.79
7.0381481647491455,-0.19,7.31,-1.09,7.39
7.039342164993286,0.44,6.73,-1.44,6.89
7.040523052215576,1.07,6.33,-1.45,6.58
7.041696071624756,1.5,5.71,-0.68,5.94
7.044880151748657,1.46,1.67,-0.03,2.21
7.046224117279053,0.37,-3.05,0.58,3.12
7.047554016113281,-2.01,-1.39,4.17,4.83
7.048959255218506,-4.64,-7.89,2.91,9.6
7.0503082275390625,-1.82,-8.79,-1.44,9.09
7.055514097213745,0.72,-7.89,1.12,8.0
7.056669235229492,1.26,-8.0,-0.84,8.14
7.05783224105835,0.56,-7.11,-0.46,7.14
7.059025287628174,0.57,-4.25,-0.01,4.28
7.060204982757568,0.9,-2.64,-0.39,2.81
